itemId,chunkFile,chunkIndex,clinical_focus,rationaleSource,rationaleInjected,rationaleTopicSnippet,exactIdMatch,placeholderBefore
d6175997-085c-4e31-bbd1-bf3e48bdf794,data-bank/questions/q-chunk-007.json,39,Heart Failure / Fluid Volume Excess,PRESERVED_EXISTING_FINAL,false,"Digoxin has a narrow therapeutic index, and toxicity can man",true,false
nexus_gen_evaluate_outcomes_1776453478003_72_wt0i0,data-bank/questions/q-chunk-007.json,44,Multiple Sclerosis,INJECTED,true,Pain reduction to a manageable level (3/10) and comfort indi,true,true
nexus_gen_evaluate_outcomes_1776451933444_15_fnn7n,data-bank/questions/q-chunk-007.json,49,Wound Infection,INJECTED,true,A urine output of 40 mL/hr is within the expected range for ,true,true
nexus_gen_evaluate_outcomes_1776453018889_206_6rlj6,data-bank/questions/q-chunk-008.json,1,Pneumonia,INJECTED,true,"Option B shows decreased pain and increased function, indica",true,true
nexus_analyze_cues_1776514849671_48_lzlj,data-bank/questions/q-chunk-008.json,3,Transfusion Reaction,INJECTED,true,"Option B is best initial action. A, C, D are premature, unsa",true,true
nexus_gen_evaluate_outcomes_1776453481681_105_rdqlh,data-bank/questions/q-chunk-008.json,6,Major Depressive Disorder,INJECTED,true,A significant reduction in the client's pain rating is the p,true,true
nexus_gen_evaluate_outcomes_1776453019281_225_4xo7b,data-bank/questions/q-chunk-008.json,7,Acute Coronary Syndrome / MI,INJECTED,true,Option B shows a significant pain reduction and expected opi,true,true
nexus_analyze_cues_1776514860655_60_vail,data-bank/questions/q-chunk-008.json,12,Preeclampsia / Eclampsia,INJECTED,true,Option B indicates severe respiratory effort. Other options ,true,true
nexus_gen_evaluate_outcomes_1776453486267_184_ev6dn,data-bank/questions/q-chunk-008.json,14,Bowel Obstruction,INJECTED,true,Functional improvement directly reflects better pain control,true,true
nexus_analyze_cues_1776514887391_88_cvug,data-bank/questions/q-chunk-008.json,16,Increased ICP / Head Injury,INJECTED,true,Option B is correct. Low urine output requires further asses,true,true
nexus_gen_evaluate_outcomes_1776453485078_186_sk31e,data-bank/questions/q-chunk-008.json,18,Parkinson's Disease,INJECTED,true,Client self-report is the most reliable measure of pain. A s,true,true
nexus_gen_evaluate_outcomes_1776453019470_254_co7km,data-bank/questions/q-chunk-008.json,19,Postoperative Pain / Complication Evaluation,INJECTED,true,Assessing pain characteristics and non-pharmacological metho,true,true
nexus_analyze_cues_1776515005237_205_faov,data-bank/questions/q-chunk-008.json,20,Increased ICP / Head Injury,INJECTED,true,The safest priority is B: Assess skin turgor and mucous memb,true,true
nexus_analyze_cues_1776514908438_110_nrbz,data-bank/questions/q-chunk-008.json,24,Trauma / Multiple Injuries,INJECTED,true,A is irrelevant. C is contraindicated. D is not the priority,true,true
nexus_gen_evaluate_outcomes_1776453486214_201_jf5w0,data-bank/questions/q-chunk-008.json,26,Sickle Cell Crisis,INJECTED,true,Pain scale reduction and comfort directly assess pain interv,true,true
nexus_gen_evaluate_outcomes_1776452730333_357_nhfif,data-bank/questions/q-chunk-008.json,28,Postoperative Pain / Complication Evaluation,INJECTED,true,Correct incentive spirometer use shows the patient understoo,true,true
nexus_gen_evaluate_outcomes_1776453485656_222_mndx9,data-bank/questions/q-chunk-008.json,30,Anaphylaxis,INJECTED,true,Pain reduction to 3/10 and comfortable resting indicates eff,true,true
nexus_generate_solutions_1776514705008_285_jgwo,data-bank/questions/q-chunk-008.json,31,Bowel Obstruction,INJECTED,true,The safest priority is B: Insert a nasogastric tube to low i,true,true
nexus_analyze_cues_1776514912876_114_tjdw,data-bank/questions/q-chunk-008.json,32,Bowel Obstruction,INJECTED,true,Option B directly addresses potential causes of low urine ou,true,true
nexus_gen_evaluate_outcomes_1776453485426_225_ceqox,data-bank/questions/q-chunk-008.json,34,Post-op Hip Replacement,INJECTED,true,Pain reduction to a tolerable level (3/10) and comfort indic,true,true
nexus_gen_evaluate_outcomes_1776453021735_302_7q0xw,data-bank/questions/q-chunk-008.json,35,Burns,INJECTED,true,Pain rating reduction and increased comfort directly reflect,true,true
nexus_analyze_cues_1776514945181_144_zlxi,data-bank/questions/q-chunk-008.json,36,Hypertensive Crisis,INJECTED,true,Option B is priority. Gather more data to confirm dehydratio,true,true
nexus_gen_evaluate_outcomes_1776452723181_127_qlio1,data-bank/questions/q-chunk-008.json,37,Wound Infection,INJECTED,true,Evaluating outcomes involves assessing for complications; in,true,true
nexus_gen_evaluate_outcomes_1776453477852_238_oog09,data-bank/questions/q-chunk-008.json,38,Trauma / Multiple Injuries,INJECTED,true,Option B directly addresses both pain reduction and improved,true,true
nexus_analyze_cues_1776514972043_173_uldj,data-bank/questions/q-chunk-008.json,40,Pancreatitis,INJECTED,true,The safest priority is B: Administer IV calcium gluconate. T,true,true
nexus_gen_evaluate_outcomes_1776453485987_262_81p6s,data-bank/questions/q-chunk-008.json,42,Pancreatitis,INJECTED,true,Pain reduction to a manageable level (3/10) with improved fu,true,true
nexus_analyze_cues_1776514990360_188_dysd,data-bank/questions/q-chunk-008.json,48,Postpartum Hemorrhage,INJECTED,true,Option B accurately analyzes cues for a serious complication,true,true
nexus_gen_evaluate_outcomes_1776453023245_338_4563n,data-bank/questions/q-chunk-008.json,49,Bowel Obstruction,INJECTED,true,Direct patient feedback regarding comfort and observed relax,true,true
nexus_gen_evaluate_outcomes_1776453485936_272_0wyqa,data-bank/questions/q-chunk-009.json,0,Pancreatitis,INJECTED,true,Improved functional ability is the best indicator of pain ma,true,true
nexus_gen_generate_solutions_1776452484289_332_wqz53,data-bank/questions/q-chunk-009.json,10,Postpartum Hemorrhage,INJECTED,true,Neurovascular assessment is critical for early detection of ,true,true
nexus_analyze_cues_1776514999926_196_jqve,data-bank/questions/q-chunk-009.json,13,Medication Error / Overdose,INJECTED,true,The safest priority is B: Assess for bowel obstruction; noti,true,true
nexus_gen_evaluate_outcomes_1776453486470_296_e4ylg,data-bank/questions/q-chunk-009.json,16,Burns,INJECTED,true,Re-assessing pain provides objective data to determine if th,true,true
nexus_gen_evaluate_outcomes_1776452723060_113_oq1t5,data-bank/questions/q-chunk-009.json,23,Spinal Cord Injury,INJECTED,true,Assessing catheter patency is the most immediate and direct ,true,true
nexus_clinical_judgment_1776516206048_8_idbt,data-bank/questions/q-chunk-009.json,25,Bowel Obstruction,INJECTED,true,Option B directly addresses the patient's request and promot,true,true
nexus_gen_evaluate_outcomes_1776453490997_313_sdc1e,data-bank/questions/q-chunk-009.json,28,Heart Failure,INJECTED,true,"Sleeping indicates effective pain control, fulfilling a key ",true,true
dafefbb5-3f1e-454a-a39b-995d8e9b2e38,data-bank/questions/q-chunk-009.json,30,Acute Coronary Syndrome / MI,INJECTED,true,In a client experiencing acute myocardial infarction (STEMI),true,true
nexus_clinical_judgment_1776515980082_354_inwl,data-bank/questions/q-chunk-009.json,31,Thyroid Storm,INJECTED,true,Option B addresses immediate hypoxemia. Other options are im,true,true
nexus_gen_evaluate_outcomes_1776453488979_312_7mlda,data-bank/questions/q-chunk-009.json,32,COPD Exacerbation,INJECTED,true,Pain reduction to a tolerable level (3/10) with comfort indi,true,true
nexus_generate_solutions_1776514422025_11_nxki,data-bank/questions/q-chunk-009.json,34,Burns,INJECTED,true,Option B addresses severe pain. Opioids are standard for acu,true,true
nexus_clinical_judgment_1776516211188_10_fhpl,data-bank/questions/q-chunk-009.json,35,Acute Coronary Syndrome / MI,INJECTED,true,"Option B aligns with the nursing process. Options A, C, D ar",true,true
nexus_analyze_cues_1776515043368_240_ccrw,data-bank/questions/q-chunk-009.json,41,Transfusion Reaction,INJECTED,true,"Furosemide, ECG, documentation are important but not for imm",true,true
1f6ea4fd-97c0-431a-9c9f-afc54a13c472,data-bank/questions/q-chunk-009.json,44,Postoperative Pain / Complication Evaluation,PRESERVED_EXISTING_FINAL,false,"Insulin is a high-alert medication, and errors can have deva",true,false
nexus_clinical_judgment_1776516238955_41_jpcg,data-bank/questions/q-chunk-009.json,46,Stroke / CVA,INJECTED,true,"While other options are good care, repositioning prevents se",true,true
nexus_clinical_judgment_1776516537973_338_sark,data-bank/questions/q-chunk-009.json,48,COPD Exacerbation,INJECTED,true,A: Requires an order. Not the first nursing intervention for,true,true
nexus_analyze_cues_1776515044431_242_joyi,data-bank/questions/q-chunk-009.json,49,Hypertensive Crisis,INJECTED,true,The safest priority is B: Review recent serum electrolyte le,true,true
nexus_clinical_judgment_1776516241752_42_ddjd,data-bank/questions/q-chunk-010.json,0,COPD Exacerbation,INJECTED,true,A is important but not priority for morning care. C is manag,true,true
nexus_gen_evaluate_outcomes_1776452731777_390_1hh76,data-bank/questions/q-chunk-010.json,2,Renal / Fluid-Electrolyte Balance,INJECTED,true,"The intake significantly exceeds output, indicating potentia",true,true
nexus_clinical_judgment_1776516264000_60_sfjq,data-bank/questions/q-chunk-010.json,8,Acute Kidney Injury (AKI),INJECTED,true,A is unsafe. C lacks assistance. D delays care. B is safe an,true,true
nexus_gen_evaluate_outcomes_1776453489915_354_osno4,data-bank/questions/q-chunk-010.json,9,Multiple Sclerosis,INJECTED,true,Pain reduction to a tolerable level (3/10) with improved com,true,true
nexus_clinical_judgment_1776516479388_278_ewne,data-bank/questions/q-chunk-010.json,11,Burns,INJECTED,true,The safest priority is B: Assist patient out of bed and ambu,true,true
nexus_gen_evaluate_outcomes_1776453489488_358_985yb,data-bank/questions/q-chunk-010.json,13,Total Knee Replacement,INJECTED,true,Improved functional status (ambulation) and a reduced pain s,true,true
nexus_clinical_judgment_1776516282218_82_nelv,data-bank/questions/q-chunk-010.json,14,Thyroid Storm,INJECTED,true,"Option B addresses pain first, then hygiene/comfort, adherin",true,true
nexus_clinical_judgment_1776516281039_79_iwaw,data-bank/questions/q-chunk-010.json,16,Acute Kidney Injury (AKI),INJECTED,true,A: Incorrect; not an open wound. B: Correct; reduces pressur,true,true
nexus_gen_evaluate_outcomes_1776453490069_369_5e1oo,data-bank/questions/q-chunk-010.json,17,Transfusion Reaction,INJECTED,true,"Pain reduction to 3-4/10 indicates effective pain control, a",true,true
nexus_clinical_judgment_1776516287477_88_sljv,data-bank/questions/q-chunk-010.json,18,Thyroid Storm,INJECTED,true,"Option B protects skin from moisture. A, C, D are incorrect ",true,true
nexus_gen_evaluate_outcomes_1776453026859_427_774lp,data-bank/questions/q-chunk-010.json,20,Parkinson's Disease,INJECTED,true,A reduced pain score and improved functional ability directl,true,true
nexus_clinical_judgment_1776516260074_56_gnje,data-bank/questions/q-chunk-010.json,22,Bowel Obstruction,INJECTED,true,The safest priority is B: Reposition patient every 2 hours. ,true,true
nexus_generate_solutions_1776514411642_7_tqje,data-bank/questions/q-chunk-010.json,32,Pneumonia,INJECTED,true,"Option B ensures safe, controlled potassium replacement, pre",true,true
nexus_multip_priority_3e7f,data-bank/questions/q-chunk-010.json,33,Chest Tube Disconnection and Air Leak Management,INJECTED,true,The safest priority is a: Immediately cover the insertion si,true,true
nexus_clinical_judgment_1776516314156_111_utzg,data-bank/questions/q-chunk-010.json,34,Hypertensive Crisis,INJECTED,true,"Option B directly addresses pressure relief, crucial for Sta",true,true
nexus_generate_solutions_1776514317743_1_zuxo,data-bank/questions/q-chunk-010.json,35,Diabetic Ketoacidosis (DKA),INJECTED,true,"[{'id': 'A', 'text': 'Addresses pain, not underlying cause. ",true,true
nexus_generate_solutions_1776514423071_14_dexp,data-bank/questions/q-chunk-010.json,36,Wound Infection,INJECTED,true,Option B is priority to ensure PCA effectiveness for pain co,true,true
nexus_gen_evaluate_outcomes_1776453012067_29_9ftce,data-bank/questions/q-chunk-010.json,37,Chronic Kidney Disease,INJECTED,true,A pain rating of 2/10 and resting comfortably directly indic,true,true
nexus_generate_solutions_1776514432639_22_jepz,data-bank/questions/q-chunk-010.json,38,Chronic Kidney Disease,INJECTED,true,"Option B rapidly lowers K+. A, C worsen it. D is not primary",true,true
nexus_generate_solutions_1776514434479_25_bhrz,data-bank/questions/q-chunk-010.json,41,HIV / AIDS Complications,INJECTED,true,The safest priority is B: Administer prescribed ondansetron ,true,true
nexus_clinical_judgment_1776516410257_209_qgad,data-bank/questions/q-chunk-010.json,42,Multiple Sclerosis,INJECTED,true,"Timed voiding is a non-invasive, effective nursing intervent",true,true
nexus_analyze_cues_1776514864475_63_tiez,data-bank/questions/q-chunk-010.json,43,Parkinson's Disease,INJECTED,true,Option B addresses potential life-threatening complications.,true,true
nexus_generate_solutions_1776514448911_39_nxer,data-bank/questions/q-chunk-010.json,44,Burns,INJECTED,true,B addresses life-threatening fluid deficit. Other options ar,true,true
nexus_clinical_judgment_1776515901572_274_nopx,data-bank/questions/q-chunk-010.json,45,Acute Coronary Syndrome / MI,INJECTED,true,Option B addresses immobility risks. Pain management is impo,true,true
nexus_analyze_cues_1776514882338_84_vjrs,data-bank/questions/q-chunk-010.json,47,Sickle Cell Crisis,INJECTED,true,"Option B addresses the pain with a safe, non-pharmacological",true,true
nexus_gen_evaluate_outcomes_1776451941028_218_6uixi,data-bank/questions/q-chunk-010.json,48,Renal / Fluid-Electrolyte Balance,INJECTED,true,Oliguria is defined as urine output less than 30 mL/hr. This,true,true
nexus_generate_solutions_1776514448544_38_xgux,data-bank/questions/q-chunk-011.json,0,Post-op Cholecystectomy,INJECTED,true,A: Pain relief is secondary to addressing potential serious ,true,true
nexus_clinical_judgment_1776516408838_207_dter,data-bank/questions/q-chunk-011.json,1,Deep Vein Thrombosis / PE,INJECTED,true,The safest priority is B: Assess patient's pain and readines,true,true
nexus_analyze_cues_1776514919031_123_dyng,data-bank/questions/q-chunk-011.json,3,Thyroid Storm,INJECTED,true,Option B is the priority to analyze cues for effective pain ,true,true
f98ed263-873a-4a1c-9aad-7dd667a38e18,data-bank/questions/q-chunk-011.json,4,Acute Coronary Syndrome / MI,PRESERVED_EXISTING_FINAL,false,"The client's sudden onset of severe shortness of breath, che",true,false
nexus_generate_solutions_1776514450123_43_vtzy,data-bank/questions/q-chunk-011.json,5,Trauma / Multiple Injuries,INJECTED,true,Option B is the best initial step. A thorough assessment gui,true,true
nexus_clinical_judgment_1776515767749_124_jidu,data-bank/questions/q-chunk-011.json,6,Parkinson's Disease,INJECTED,true,The safest priority is B: Reconcile all medications for home,true,true
nexus_generate_solutions_1776514459562_46_uckv,data-bank/questions/q-chunk-011.json,11,Parkinson's Disease,INJECTED,true,The safest priority is B: Auscultate all four quadrants for ,true,true
nexus_generate_solutions_1776514467231_52_xujl,data-bank/questions/q-chunk-011.json,12,Liver Failure / Cirrhosis,INJECTED,true,The safest priority is B: Assess pain characteristics and no,true,true
nexus_clinical_judgment_1776516387470_182_wccu,data-bank/questions/q-chunk-011.json,13,Basic Care and Comfort,INJECTED,true,"The safest priority is B: Assist patient to turn, reposition",true,true
nexus_analyze_cues_1776514967799_171_npbu,data-bank/questions/q-chunk-011.json,14,Chronic Kidney Disease,INJECTED,true,Option B addresses the immediate life-threatening respirator,true,true
nexus_generate_solutions_1776514481709_69_xhff,data-bank/questions/q-chunk-011.json,15,Heart Failure,INJECTED,true,Option B is correct. Ordered rate (20 mEq/hr) exceeds safe l,true,true
nexus_clinical_judgment_1776516397273_192_cekm,data-bank/questions/q-chunk-011.json,16,Stroke / CVA,INJECTED,true,A: Delays essential care and may not be feasible. B: Directl,true,true
